Image,Total_Boxes,Retained_Boxes,Avg_Conf,Japanese_Text
tr_img_06315,0,0,0.0000,""
tr_img_06316,22,18,0.9229,"シーバ | 冬の | 期聞 | ごらそう | 季節の | シーフード味セレクション | まぐろとかに味 | かにとほたて味 | 白身魚とえび味 | かニとクリーミーチース | 楽食 | 小分け | 標準×12袋"
tr_img_06317,2,2,0.9945,"南9条西3丁目"
tr_img_06318,1,0,0.0000,""
tr_img_06319,5,4,0.8726,""
tr_img_06320,33,26,0.9160,"こちらは南10西7 | 緊急連絡洗の1の | 注車料金索 | 駐車料金を | 主車位置番号を | 投入してください | 押してください | 駐車料金 | 番号を確認後 | 青算ボタンを | 押してください | 1枚すつ入れてください | 盗難対策滴 | おつり領収書 | タイムズの | ポイントカード | タイムズのポインがトカード | タイムズで | に8釣りą口領収書 | タイムズで | カーシェア"
tr_img_06321,0,0,0.0000,""
tr_img_06322,1,1,0.9304,"ヤマハ音楽教室"
tr_img_06323,2,2,0.8866,"緑ヶ行"
tr_img_06324,1,1,0.8995,""
tr_img_06325,3,3,0.9640,"中原区"
tr_img_06326,12,12,0.9085,"月極 | 乗断駐車管理受 | コードヒーテイング | 一冬春設計・施I | 025łの荷重にí | 50年の耐用年数 | 費貸マンション建築から、オーナー代行管理 | 月極駐重場管理 | 日本アーク開発(株"
tr_img_06327,3,3,0.8557,"スクラッチ | ＥO下Ｅ | スクラッチ"
tr_img_06328,2,2,0.9037,"0条東10ミ"
tr_img_06329,3,3,0.8172,"中貞区 | 三"
tr_img_06330,4,2,0.9724,"清水区"
tr_img_06331,4,4,0.9937,"中原区 | 木月 | 2丁目"
tr_img_06332,28,19,0.9122,"東京２３区内のおでかけに！ | 都区内パス | おトクに | 楽しめる! | 遊べa! | 1日750円 | 赤羽 | フリーリア | 東京23区内のJR線が | まるごと1 | 日乗リ降リ自由。 | 北千住 | 自家2コ以内(上にフリーエリア」の | お求めは | 指定席券売機 | 150円 | 310円 | がe利です!"
tr_img_06333,1,1,0.9031,"ヤマパ正規販売店"
tr_img_06334,13,11,0.8963,"七間町 | 異服町 | 葵区役所 | 市役所 | 七ロ町 | 只服町 | 夾区役所 | 市役所"
tr_img_06335,1,0,0.0000,""
tr_img_06336,2,2,0.8273,"青紙"
tr_img_06337,1,1,0.9837,""
tr_img_06338,4,4,0.9390,"中原区 | 木月 | 2丁巨"
tr_img_06339,0,0,0.0000,""
tr_img_06340,2,1,0.8135,""
tr_img_06341,2,2,0.8461,"緊急時 (二ごご使用 | くださ"
tr_img_06342,0,0,0.0000,""
tr_img_06343,2,2,0.8472,"まつり"
tr_img_06344,0,0,0.0000,""
tr_img_06345,3,3,0.9510,"辻丁目"
tr_img_06346,13,11,0.8758,"キツチンノロス | サイズ：約28 | 洗剤を使わす | 頑固な汚れが。 | スッキリ落ちる! | おそうじ | マジック"
tr_img_06347,11,8,0.9217,"登呂遺跡 | 日本平動物園"
tr_img_06348,4,4,0.9651,"清水区役所 | 南側100m | 松原町"
tr_img_06349,21,20,0.9422,"水簡易裁判所 | 人口天 | 利川平企 | 水簡易裁判所 | 清水税務署 | 清水税局 | 人口天 | 川早企 | は一とびあ清水 | 静市清水社会福祉会館 | IHeartpia清水] | 人口天"
tr_img_06350,6,5,0.9103,"中原区"
tr_img_06351,5,3,0.8268,"もウンタ"
tr_img_06352,49,42,0.9258,"エスパレスドリームプラザ | 0人晋人 | 青永合同庁舎 | 清水合同庁舍 | 人I口1天 | 市役所清水庁舎・清水区役所 | 市役所清水庁舎 | 清水区役所 | 人乳 | 人口1天忍人 | ＪＲ清水駅 | マリナー・ | JＲ清水站 | 清水文化会館 | JR人II天聖 | 人口天 | 青水年金事務所 | 清水年金事努所 | 人日1天"
tr_img_06353,11,11,0.9354,"白樫 | シラカジ | 樹皮は黒っぽいが、 | 材は白くて堅く道具 | ドングリの川の模様は輪 | の柄になる。 | 状。 | 暖地の山に生える常緑高木。"
tr_img_06354,5,5,0.8805,"おみやげの店"
tr_img_06355,4,3,0.9581,"有限 | 会社 | センター"
tr_img_06356,12,11,0.9354,"馬町東京横浜鎌倉方面 | 15市 | 15両"
tr_img_06357,2,1,0.9059,"ポイント貯まリます"
tr_img_06358,4,2,0.9995,""
tr_img_06359,1,0,0.0000,""
tr_img_06360,4,4,0.9890,"中原区 | 木月 | 1丁目"
tr_img_06361,15,15,0.9481,"県立美術館 | 県立大学 | 草雑駅"
tr_img_06362,3,2,0.9583,"田"
tr_img_06363,2,2,0.9931,"中の島1条2丁目"
tr_img_06364,2,1,0.7346,""
tr_img_06365,4,3,0.9541,"人形町 | 目"
tr_img_06366,4,3,0.9685,"モハＥ232 | 20年"
tr_img_06367,2,2,0.8547,"リリスタルダイン | 元住吉"
tr_img_06368,1,0,0.0000,""
tr_img_06369,4,4,0.8321,"東京都三鷹市北野4一2一26 | 管理"
tr_img_06370,4,4,0.9170,"豊平区"
tr_img_06371,2,2,0.9360,""
tr_img_06372,4,4,0.9781,"日本橋 | 人形町 | 二丁目"
tr_img_06373,0,0,0.0000,""
tr_img_06374,2,2,0.8873,"売ります買います! | 探します言"
tr_img_06375,17,16,0.9399,"総武線 | 賢駅停車 | 市川 | 新小岩 | 船橋 | 千葉方面"
tr_img_06376,4,2,0.9994,"水道"
tr_img_06377,4,4,0.9400,"中央区"
tr_img_06378,0,0,0.0000,""
tr_img_06379,1,0,0.0000,""
tr_img_06380,0,0,0.0000,""
tr_img_06381,5,4,0.8592,"沼津 | 日本初の応れ態 | 登録商標 | まくる"
tr_img_06382,4,2,0.8386,"～・ト | ペットの水飲み場としてご利用ください"
tr_img_06383,1,1,0.8039,"水車町6目"
tr_img_06384,0,0,0.0000,""
tr_img_06385,2,1,0.7282,"うおさく"
tr_img_06386,2,1,0.9981,"インド・チベット・ネパール料理店"
tr_img_06387,7,7,0.9573,"入口 | 食べ放題 | あります | 営業時間 | (日祝"
tr_img_06388,3,2,0.8518,"中華毛"
tr_img_06389,8,8,0.9281,"横浜 | 川崎 | 五反田"
tr_img_06390,2,2,0.9585,"平岸条2丁目"
tr_img_06391,18,17,0.9719,"出口 | 琴似本通い) | ＪＲ琴似駅 | 第２高雄ビル | 札幌市西部市税事務所"
tr_img_06392,13,10,0.9545,"山 | 区 | 高田馬場 | たかだのばば | 目白 | 新大久保 | 池袋上野方画"
tr_img_06393,2,2,0.8315,"Δ高さ注意"
tr_img_06394,9,8,0.9522,"小児科 | レルギ | 20台 | 吉祥寺通り沿い | 西松屋となり | 緑ヶ丘"
tr_img_06395,6,5,0.9474,"豊平区 | ま"
tr_img_06396,1,0,0.0000,""
tr_img_06397,23,15,0.8797,"伊達彦着使用 | 牛朝 | 伊達産鶏使用 | 鵜MTメ焼さ | 若鶏の至 | 011-562-548日 | 金 | 鶏の至し | 2時間"
tr_img_06398,0,0,0.0000,""
tr_img_06399,2,2,0.7838,"七天宮前"
tr_img_06400,3,2,0.7487,"忘れ物承り所 | 失道義楽(分道所"
tr_img_06401,2,0,0.0000,""
tr_img_06402,5,2,0.8056,"ドラツ"
tr_img_06403,7,5,0.8714,"整備で安心ドライブ! | 州テナ | 中央パス | ライオンキンク"
tr_img_06404,9,9,0.8955,"カバー(グローブ品番 | ずなが | カバーは確実(二取付ナる | 虫ストッブ構造の場合は | カバ一の密着性を高めている | ため、はずしにくくなる場合が | あります"
tr_img_06405,20,16,0.9433,"8つのテクニックが | とし | 解度 | 1校で簡単に | キ | んと」 | を | 抜群の | 1枚で1 | 加熟OK! | に使用し | 永1 | ホルダ | 38枚入 | メ2ロール"
tr_img_06406,3,2,0.9406,""
tr_img_06407,10,9,0.9439,"昭和通り口 | 中央改木口 | 昭和路出口 | 中央剪票口 | 善丁"
tr_img_06408,12,10,0.8976,"ホ験型イルミネ | 伊互ぐらんはる公園 | バラシイル | の豆高原駅からタクシーで約10分 | 伊豆シャボデン | 糸指定席秀が必要になります | 「みどりの窓口I又は | 指定席券はご乗車前に | 全車指定席 | 改札外の指定席券売機でお買い求めください。"
tr_img_06409,19,17,0.9326,"田 | 仙リ川駅 | 先 | 鷹台駅 | 狛江営業所 | FOR kOMAE EIGYOSHO(夜間のみ | 中原一丁目・三鷹台団地 経由 | つつじヶ丘駅北口 | (京 王) | 夜間 | 裏通り | 小田 | あ忠ホームズ"
tr_img_06410,1,1,0.9931,""
tr_img_06411,5,5,0.9305,"線路内立入禁止 | 線路内に物を落した時は | 駅係員へお知らせくだごい。"
tr_img_06412,0,0,0.0000,""
tr_img_06413,0,0,0.0000,""
tr_img_06414,0,0,0.0000,""
tr_img_06415,4,1,0.9762,"生活家電"
tr_img_06416,1,1,0.9958,"通学路"
tr_img_06417,1,1,0.7003,"いこまな`"
tr_img_06418,2,2,0.7364,"郵更"
tr_img_06419,14,13,0.9572,"月極駐車場 | (月極 | 円) | 無料駐車の場合はレッカー移動し | 迷惑料として、３0０00円頂きます。 | 北海立地(株 | お問い | 合わせ | 1５丁目２番地3 | 札幌市中央区大通西"
tr_img_06420,4,4,0.8537,"オリックス | レンタカー"
tr_img_06421,5,4,0.9686,"豊平区"
tr_img_06422,2,2,0.8940,"合物出し入れの為 | ドアの開閉に"
tr_img_06423,4,3,0.8078,"日本橋 | 人飛診岡"
tr_img_06424,2,2,0.9240,"度辺"
tr_img_06425,13,13,0.9045,"地下鉄北12条駅 | 引 | 12天つ | 地鉄北1２条店 | 地鐵北12條立占"
tr_img_06426,4,2,0.9242,"のお店"
tr_img_06427,37,32,0.9511,"清永産業・情報プラザ | 信息市珈 | 清水茂川 | 人口天 | 市役所清水庁舎・清水区役所 | 市役所清水庁舍 | 清水区役所 | 人 | 静鉄新清永駅 | 静鉄 新清水站 | 人天印夫 | 清永年金事務所 | 清水年金事矛所 | 人口天"
tr_img_06428,5,3,0.9775,""
tr_img_06429,1,1,0.9785,""
tr_img_06430,1,0,0.0000,""
tr_img_06431,13,8,0.8681,"九が・博多めし | どげん | 駅10111251-7899 | Lo1330(月登) | セキュリティ"
tr_img_06432,0,0,0.0000,""
tr_img_06433,1,1,0.9999,""
tr_img_06434,2,2,0.9918,"木月天王森"
tr_img_06435,3,2,0.8805,"自転車は降いて | 歩いて下さい。"
tr_img_06436,2,2,0.8356,"中の鳥条3目"
tr_img_06437,0,0,0.0000,""
tr_img_06438,11,9,0.8509,"総武線(客駅停軍) | 630こ | しで"
tr_img_06439,0,0,0.0000,""
tr_img_06440,6,6,0.9356,"三田駅 | 都営地下鉄"
tr_img_06441,2,2,0.9356,"グリンハイツ"
tr_img_06442,10,8,0.9439,"まつむら | 上げ器 | 白動巻き"
tr_img_06443,6,6,0.9024,"元182 | 東京都調布市仙川町3一5一 | 佐藤"
tr_img_06444,3,3,0.9064,"とまとの酸味が | つかり"
tr_img_06445,3,3,0.9250,"水車町目"
tr_img_06446,14,13,0.9088,"葵区役所 | 静岡市役所・ | 静市役所・葵区役所 | 紺屋町・呉服町 | 三屋町・服町"
tr_img_06447,17,16,0.9203,"新JIS対応 | 475世 | ヒWh/年 | 本体幅 | 奥行 | 高a181．8cm"
tr_img_06448,4,4,0.9990,"中原区 | 木月 | 4丁目"
tr_img_06449,3,3,0.8245,"日本掲 | 形王 | 丁目"
tr_img_06450,2,1,0.7172,""
tr_img_06451,1,0,0.0000,""
tr_img_06452,3,2,0.7497,"フレラリ | メゾンピル"
tr_img_06453,0,0,0.0000,""
tr_img_06454,2,1,0.9089,""
tr_img_06455,2,2,0.9874,"中の島1条3丁目"
tr_img_06456,4,3,0.8693,"レ道産16 | 生稚葺 | 北海道産"
tr_img_06457,8,7,0.9553,"昭和通り口 | 昭和路出口 | 日比谷線"
tr_img_06458,2,2,0.8498,"ネッリトヨタ神テノ | ウエインズ武蔵ガ杉"
tr_img_06459,1,0,0.0000,""
tr_img_06460,12,12,0.9359,"山 | 潔谷 | 渋谷 | 人早0上 | しぶや | 恵比寿 | 原宿"
tr_img_06461,1,0,0.0000,""
tr_img_06462,0,0,0.0000,""
tr_img_06463,4,4,0.9499,"厚手で丈夫、 | 油も水分もしっかり吸収 | ロール | 2枚重ね50力"
tr_img_06464,17,16,0.9713,"静岡市役所清永庁善 | 清永駅 | 清水テルサ"
tr_img_06465,2,0,0.0000,""
tr_img_06466,5,4,0.9039,""
tr_img_06467,2,1,0.7632,""
tr_img_06468,0,0,0.0000,""
tr_img_06469,11,11,0.9320,"薄さの限界に追る | ColorPrime技術で色域を | ＡＤＲ対応で | より一層広げる | スリムボデイ | 星空もくつきり表現 | スリム | デザイン"
tr_img_06470,7,6,0.9645,"南口 | 南出口 | 甘苔 | 善子"
tr_img_06471,2,2,0.9090,"南13条西18丁目"
tr_img_06472,9,8,0.9336,"国道52号 | 興津 | 藤枝 | 木"
tr_img_06473,1,0,0.0000,""
tr_img_06474,2,2,0.9702,"平岸1条2丁目"
tr_img_06475,1,0,0.0000,""
tr_img_06476,5,1,0.9706,"高等学校"
tr_img_06477,3,2,0.9941,"幌平橋"
tr_img_06478,7,6,0.9833,"三橋 | 弘嗣 | 有限会社 | 構造設計 | 弘 | 一級建築士事務所"
tr_img_06479,2,1,0.7372,"本のB定!"
tr_img_06480,12,8,0.8539,"両国駅 | 初音森神社 | 塩京太助住居跡 | 現在地 | 移し検校の碑 | 井笥部慶 | 本所蔵前般歩"
tr_img_06481,5,4,0.9320,"重洲 | 一丁目"
tr_img_06482,17,17,0.9240,"駐車立置番号 | 押してくた | 番号を確認後 | 青算ボタンを | 押してください | 精算"
tr_img_06483,7,5,0.8149,"オススイメニュ | ガのバタドラ | ジザクリーム | 大福"
tr_img_06484,1,0,0.0000,""
tr_img_06485,3,3,0.9585,"中央バス | 幌平橋 | 行啓通り整骨院"
tr_img_06486,2,2,0.9038,"宅添橋"
tr_img_06487,6,5,0.8577,"総武線(各閣 | 秋葉原新百中野上野方園"
tr_img_06488,17,15,0.8683,"芦花公園駅前 | 行 | 成02 | 千歳鳥山駅北口 | 詳のお願し | 乗重芦法 | 運員支払斎法 | 運信現金も | 際料金機に | 現金運貫 | 1C運質 | 太人220円 | 大入216円 | 山児110円 | 児108円"
tr_img_06489,2,2,0.9459,"公正 | 取"
tr_img_06490,12,11,0.9421,"改札外 | 駅長事務室 | お忘れもの承り所 | 9人早全"
tr_img_06491,1,0,0.0000,""
tr_img_06492,0,0,0.0000,""
tr_img_06493,18,18,0.9287,"清永駅 | 静岡市役所清永庁善 | 静鉄新清永駅"
tr_img_06494,1,0,0.0000,""
tr_img_06495,1,1,0.7251,""
tr_img_06496,1,0,0.0000,""
tr_img_06497,0,0,0.0000,""
tr_img_06498,8,8,0.9836,"マリンターミナル | マリンビル"
tr_img_06499,5,5,0.9246,"快活 | 当ビル1F"
tr_img_06500,2,2,0.9866,"メロウ | レジデンス"
tr_img_06501,1,1,0.9996,"元住吉"
tr_img_06502,2,1,0.7398,""
tr_img_06503,22,22,0.9647,"20分/ | 200円 | 60分/100円 | 最大 | 昼間最大 | 料金 | 30000円 | O夜間最大 | 月土 | 1,200円 | 日祝 | 500円 | 駐車場名 | 日本橋人形町2丁目第3"
tr_img_06504,47,47,0.9839,"出口 | 琴似2条5丁目 | 琴似本通いり | 西区役所 | 西消防署琴似出張所 | 西保健センター | 琴似神社 | 琴似小学校 | 札幌市山の手図書館 | 琴似屯田兵村兵屋跡 | 北洋銀行琴似中央支店"
tr_img_06505,4,3,0.9335,"中区 | 2丁目"
tr_img_06506,10,9,0.8968,"当駅で | 更えます | WiＭAメに関するお固い合わせはにちら | Uāお客様 | 上,0120-929-818 | 受付時間 | 100(年中無休)"
tr_img_06507,0,0,0.0000,""
tr_img_06508,3,2,0.9188,""
tr_img_06509,102,95,0.9303,"0人葺人 | 活 | フェルヶール博物館 | 清水港湾博物隼 | Verkehr博物館] | 静鉄新清永駅 | 静鉄 | 新清水站 | 人天印夫 | 市役所清水庁舎 | ・清水区役所 | 市役所清水庁舎 | 清水区役所 | 人 | 人口天コ人 | 青水産業 | ・情報プラザ | 清水茂山 | 信息市斑 | 人口天む | 口壮士の墓 | 全日本検数協会清水出張所 | 新日 | 本検定協会清水事務所 | 2011年3月作成 | 清水次郎長の生家口 | 清水次郎長出生之家 | 染地町 | 日の出町 | 次郎長通り | 港町(2) | 口日本貨物検数協会清水事務所 | ェルケ十ル博物館 | 清水港高博物 | Verkehr 博物i | 港町第二自冶会館 | 清水町 | 浅正場フェルケール傳物重 | 浪漫館 | キララシテイ | 清水市民活動センタ"
tr_img_06510,3,2,0.8015,"日 | 形町"
tr_img_06511,7,6,0.9683,"営業時間 | (日祝 | キ繁"
tr_img_06512,2,2,0.9058,"山本"
tr_img_06513,38,33,0.9009,"女 | 用衣裳） | 見さん用等 | ・ダンストレ | 藤田孝幸 | 清佐三男 | ボールルーム | のの | ダンラアカデミ | スペース | 中古レコード | O山T! | 1-280ーム118 | まずはご相談下さい) | ロビートレコーズ | PM20:007不定休!"
tr_img_06514,0,0,0.0000,""
tr_img_06515,5,5,0.9296,"快活"
tr_img_06516,2,1,0.7457,"七原区"
tr_img_06517,14,13,0.9405,"月極阪駐車場 | 口 契約者以外の駐車は固くお断します | 当駐車場内 | での事故 | 切負いかねます | 口騒音等、周りへの迷惑となる行為はおやめ下さし | 割金として金3万円中し受けします | 連絡先・株式会社ブランシャール"
tr_img_06518,2,2,0.9960,"水天宮前"
tr_img_06519,3,1,0.8939,"屋"
tr_img_06520,3,3,0.8330,"」一ドは | こちちをご利用ください | ネッリトヨタ神森ウエインス武蔵山七"
tr_img_06521,4,4,0.9632,"中原区 | 木月 | 3丁目"
tr_img_06522,5,5,0.9424,"サニーパレス仙川 | 調布市仙川町3-6-37 | (㈱伊藤企画 | 管理"
tr_img_06523,14,10,0.8647,"てます。 | お春様の声が | 太園に感想を | と | 接客応対について | 多めます | 以上 | ださい。 | 寄七"
tr_img_06524,4,4,0.9074,"中原区"
tr_img_06525,4,3,0.9666,"武田 | 水道番号"
tr_img_06526,9,9,0.9339,"Ｒ清水駅 | 清水テルサ"
tr_img_06527,2,2,0.9106,"タクシーのりは"
tr_img_06528,0,0,0.0000,""
tr_img_06529,9,7,0.9312,"コーヒーレストラン | カランドリエ | ライダルサロ・ | 一ムサロン | 札幌健診センタ"
tr_img_06530,21,19,0.8617,"1年防虫 | 無臭 | でよく効く | 衣類の防虫 | ダミよは! | シニスに | (特井出際中) | クロービツト田 | シスリムタイプ | 防虫効果20％UP! | 当社比 | オープンエッジ横造 | 隅々まで早く広がる! | おとリかえサイン付 | 3酒入 | 他の訪虫割とも供用できまで。 | (大型クローゼット1本分)"
tr_img_06531,1,1,0.9701,""
tr_img_06532,2,1,0.9206,""
tr_img_06533,3,3,0.9564,"大橋龍治 | (井手）愛子 | 田"
tr_img_06534,7,7,0.9604,"丸の内線西新宿駅"
tr_img_06535,9,9,0.8697,"時間倉 | バイク | 高さ制限2.1M"
tr_img_06536,14,13,0.9606,"憂れた明暗表現カ＆臨場感サウンド | リビングが | 照明などの映り込みを抑え | 煌めきや金属の輝きも | サウン | ドに包まれる | 締まった黒を表現 | リアルに再現 | N-BIaCkハ永ル | メガコントラスト＆直下型LＥD"
tr_img_06537,7,6,0.9393,"排 | 海道テクノ | ケービス(株) | 30・８・27"
tr_img_06538,24,20,0.9681,"中島新聞舗 | 日刊工業新園 | 乗軍位置 | 2両 | 3両 | 一部列車を除く | 4両 | 5両 | 6両 | 7両 | 8両 | 9両 | 持急ふじか | 3両 | 6両 | 足元の数字を | お確かめ | ください | 清水駅"
tr_img_06539,9,8,0.9212,"八王子 | 府中 | 吉祥寺 | スクー | 指"
tr_img_06540,2,1,0.8699,""
tr_img_06541,2,2,0.8436,"鉄板居酒屋 | にしよつ"
tr_img_06542,0,0,0.0000,""
tr_img_06543,10,8,0.9069,"ＪF全線きっふうりば | 自動去つぶろり"
tr_img_06544,1,1,0.7949,"置平区"
tr_img_06545,0,0,0.0000,""
tr_img_06546,10,8,0.8925,"内 | (フリーフォン | ドサービス | JAF口-I"
tr_img_06547,1,0,0.0000,""
tr_img_06548,1,0,0.0000,""
tr_img_06549,9,8,0.9490,"ギャラリー青蘭 | 古物商青蘭 | 1上 | 北海道公安委員会 | 許丁第559号 | 美術品 | 交通事故 | 仕事での"
tr_img_06550,2,2,0.9813,"水車町丁目"
tr_img_06551,0,0,0.0000,""
tr_img_06552,4,4,0.9078,"3ドア乗重口 | 平日の | 初電〜年前１0時00分 | は座席のご利用ができません"
tr_img_06553,2,2,0.9439,"秋田美酒"
tr_img_06554,22,13,0.8987,"3/5ąで | 3/5ａま | 開催中! | 西島隆弘"
tr_img_06555,0,0,0.0000,""
tr_img_06556,37,34,0.9546,"しずおかけんちょう | 静岡県庁 | 静具庁 | しずおかしやくしよ | 静岡市役所 | 静図市役所 | あおいくやくしよ | 葵区役所 | 葵区役所 | 静岡県男 | すんぷじょうこうえん | 駿府城公園 | 駿府城公園 | しんしずおかえきばすた一みなる | 新静岡駅・バスターミナル | 新静図站汽李冬点站 | 出人 | 印口目"
tr_img_06557,9,8,0.9190,"なので | できません・"
tr_img_06558,5,2,0.8640,"おもちゃの | 売みてます!てQ"
tr_img_06559,4,2,0.9376,"株) | 新大商店"
tr_img_06560,1,0,0.0000,""
tr_img_06561,15,15,0.9185,"エコノミー(1,5,2,400: | スタンダード(2,0)2 | デラックス(3,0)5,250円 | モ3,800 | サービスタイム | 一金 | 宿泊 | (20時)22時～-10"
tr_img_06562,1,1,0.9963,"バイク"
tr_img_06563,9,7,0.9534,"六住吉 | 元住吉 | 日吉 | もとすみよし | 武寺小杉"
tr_img_06564,5,5,0.8582,"握り７賞、茶碗蒸し、か汁付 | 1,580円 | 元祖 | 全て税抜価格です。別途、消替む | ぉ"
tr_img_06565,3,3,0.8801,"Acostに"
tr_img_06566,5,4,0.9433,"上天井弁当 | 天井弁当 | 621円(8670円"
tr_img_06567,1,1,0.9969,""
tr_img_06568,8,6,0.8846,"テレビ付置 | 150名様 | 一宣会最大"
tr_img_06569,1,1,0.9380,"お願い"
tr_img_06570,3,3,0.7625,"人彩町通り"
tr_img_06571,1,1,0.7187,""
tr_img_06572,15,15,0.9888,"清水駅 | 三保 | 沼津 | 清水港 | 興津"
tr_img_06573,2,2,0.9574,"株式 | 会社"
tr_img_06574,11,11,0.9679,"明治座 | 都営浜町駅 | 浜町運動公園"
tr_img_06575,2,2,0.9982,"五丁目"
tr_img_06576,1,1,0.9143,"段差注意"
tr_img_06577,0,0,0.0000,""
tr_img_06578,4,3,0.8232,"本橋 | 日本杯"
tr_img_06579,9,6,0.8079,"静岡地物 | 2の | ミはんぺん | 円 | ・フライ"
tr_img_06580,5,4,0.8924,"中央区 | 南4西1丁目2"
tr_img_06581,3,3,0.9629,"日本橋 | 人形町"
tr_img_06582,2,2,0.9164,"中の曜1条3丁目"
tr_img_06583,13,12,0.9620,"庵原 | 藤枝 | 清水駅 | 静清BP"
tr_img_06584,5,5,0.9053,"本橋 | 形町"
tr_img_06585,14,7,0.8197,"`モンテススパ一ク・ | レスロデレル | アルマテラ"
tr_img_06586,4,4,0.9908,"中原区 | 木月 | 2丁目"
tr_img_06587,7,3,0.8026,"より | 10袋"
tr_img_06588,6,6,0.9823,"東京メトロ | 日本橋駅"
tr_img_06589,3,1,0.8684,"昭和03年"
tr_img_06590,8,7,0.9750,"ここは | 北電興業(株扱い"
tr_img_06591,8,8,0.9328,"昼飲み | 朝飲み | 大歓近! | 500円 | フンチゃってるよ～!! | (税別)"
tr_img_06592,9,9,0.9076,"白洋舎元住吉店 | 営業時間 | 水曜日第三木曜日 | 休日"
tr_img_06593,7,7,0.9166,"道の | 重低音 | USB接続 | 高山万20Ｃh"
tr_img_06594,8,7,0.8859,"貸店舗 | 東名不動屋 | の約5分 | く | 店"
tr_img_06595,2,1,0.8611,"ブリリアントミ田慶大前"
tr_img_06596,5,4,0.9418,"中原区"
tr_img_06597,6,6,0.9246,""
tr_img_06598,3,2,0.7997,"16台"
tr_img_06599,5,5,0.9506,"日本橋 | 形町 | 人 | 丁目"
tr_img_06600,9,7,0.8907,"肉や魚を急速に冷やし | 整理しやすい!２段チルド | 除蘭脱臭 | おいし | 氷1ルネキ | 20℃、扉開日"
tr_img_06601,1,1,0.7475,"人ー上つかえます"
tr_img_06602,4,3,0.8755,"清水区"
tr_img_06603,3,3,0.8960,"藤森茂樹"
tr_img_06604,10,9,0.9556,"藤枝 | 東静岡駅 | 浜松 | この走２0"
tr_img_06605,1,1,0.8938,""
tr_img_06606,4,3,0.9444,"医寮去人 | 社団"
tr_img_06607,0,0,0.0000,""
tr_img_06608,1,1,0.9556,"して"
tr_img_06609,1,1,0.8650,"南3条西6目"
tr_img_06610,18,18,0.9610,"観光案内所 | 京王 | ねニのて８カウンタ"
tr_img_06611,4,4,0.9860,"日本橋 | 人形町 | 一丁目"
tr_img_06612,0,0,0.0000,""
tr_img_06613,2,1,0.8413,""
tr_img_06614,3,3,0.9778,"港区 | 慶大正門前"
tr_img_06615,4,4,0.9988,"中原区 | 木月 | 2丁目"
tr_img_06616,2,0,0.0000,""
tr_img_06617,2,2,0.9124,"関東近交 | TDR-東京"
tr_img_06618,48,46,0.9668,"タイムズ | 南1 | 3西5 | 月金曜 | 土日祝 | 当日24時まで | 当日24時まで | 最大科金 | 100円 | 1,000円 | 6し分 | 60分300円 | 200円 | 氷2千円 | 5千円 | 万円札使用できます。 | 駐車券の紛失にはくれぐれもご注意下さい。 | 。紛失された場合は当社規定の駐車料金をいただきます。 | 入場の方法 | 駐車券発行機の前で | 停車して休さい。 | ボタンを押して | 駐車券をお取り | 下さい。 | ゲートが開き | 入場できます | 群車参は歯げたり磁気(携帯電話マグネット | トなど)に近づけないで下さい | 、出庫が出来なくなる場合があります。 | 入庫、 | 駐車券の紛失について、 | 一切責任を負いません | 当社は | トラブルの際は、緊急電話にてご連絡下さい | 24時間係員が対応し | ます | ご不明点はこちらまでご連絡下さい。 | タイムズサ | ビス株式会社"
tr_img_06619,2,1,0.9982,"確認"
tr_img_06620,5,5,0.8496,"ご851"
tr_img_06621,40,39,0.9517,"あなたの「声かけ」が | しゃない | かいてき | 駅や車内を快適にする。 | 声をかけるという思いやけ | それが、困っている方のサポートにない | 、心地よい駅や車内づくいにもつながります | あなたの「声かけ」を、必要としている人がいます | 「何かお困りですか」 | 津犬を連れた方、止まってください!」 | 車いすをご利用のお客さまには | あかけ自体がサボートです。 | 古を感したらすぐ呼びかけを | 安心につながるサポートを。 | 優先席を必要とされている | お因りの外国人には | お客さまには | ろそのひと言を。 | 少ou?Jのひと声を。 | 薫いやいの「声かけ」が、誰かのサポートになる | T声かナ・サポートコ運動、はじめています。 | 本旅喜鉄道株式会社 | 東武鉄道株式会社 | 西武鉄道株式会社 | 京成電鉄株式会社 | 京王電鉄株式会社 | 小田急電鉄株式会社 | 急行電鉄株式会社 | 京浜急行電鉄株式会社 | 東京地下鉄株式会社 | 相模鉄道株式会社 | 新京成電鉄株式会社 | 東京都交通局 | ル株式会社 | 東京モノレ | 一般社団法人日本民営鉄道協会 | 後我 | 国土交通台"
tr_img_06622,1,1,0.9990,"入口"
tr_img_06623,0,0,0.0000,""
tr_img_06624,6,6,0.9507,"ダイエット | 体型維持 | 運動不足等 | お気軽にご相談 | 下さい。 | 予約優先"
tr_img_06625,1,1,0.9060,""
tr_img_06626,2,1,0.8113,"喫煙帛"
tr_img_06627,6,6,0.8994,"8km以下 | 高さ制限2.1M"
tr_img_06628,7,7,0.9755,"幌平橋 | へ | 中の島 | 中島公園 | 次は"
tr_img_06629,6,6,0.9905,"浜松 | 藤枝"
tr_img_06630,3,3,0.9574,"当店の精来は | 国産米を | 使用してます"
tr_img_06631,1,1,0.9084,"太王"
tr_img_06632,2,2,0.8796,"ミクリーニンク"
