Image_Name,Center_X,Center_Y,Width,Height,Text,Score,Translated_Text
tr_img_06078,1542.0,1517.5,1585.0,91.0,換気等による屋外からの新たな粒子の侵入は考慮しておりません。,0.9991,"We do not consider the invasion of new particles from outdoors due to ventilation, etc."
tr_img_06078,1255.2,1628.5,1232.5,62.0,øＰＮ２らとは２5üñ以下の微小粒子犬物質の総称です。「,0.8288,"øPN2 et al. are a general term for microparticle dog substances of 25 üñ or less. """
tr_img_06078,2153.0,1641.5,609.0,62.0,この空気清浄機では01ú,0.8547,This air purifier is 01ú
tr_img_06078,1537.0,1776.8,1084.0,61.5,有害物質のすべてを除去できるものではありません,0.9681,It cannot remove all harmful substances
tr_img_06078,1543.5,1849.2,1588.0,84.5,ø32ñ(約8畳)の密閉空間での効果であり実使用空間での結果ではありません。,0.9587,This is the effect in a closed space of ø32ñ (approximately 8 tatami mats) and not in a real-use space.
tr_img_06078,1297.8,1976.5,806.5,42.0,彩議方法・昌本電機工業会親格昌仙尊無),0.5429,Saying Method - Masamoto Electric Manufacturers Association's Friendly Shosen-son (Not available)
tr_img_06078,1951.5,1987.8,464.0,52.5,判定基準：01〜25umの,0.8961,Criteria: 01-25um
tr_img_06078,1534.0,2039.2,1160.0,64.5,微小粒子状物質を32前(約8畳)の密閉空間で99％際去する時間が,0.9115,99% of the time it takes to leave microparticulate matter in a closed space of 32 (approximately 8 tatami mats)
tr_img_06078,1530.8,2100.2,863.5,58.5,90分以内であること。(32(約8畳)の試験空間に,0.9378,Must be within 90 minutes. (32 (approx. 8 tatami) test space
tr_img_06078,1535.5,2157.0,300.0,49.0,換算した値です。,0.9644,This is the converted value.
tr_img_06082,217.0,1222.8,86.0,47.5,十条,0.8557,Juku
tr_img_06082,218.5,1278.5,86.0,47.0,李丞,0.6964,Li Sung
tr_img_06083,667.0,487.5,397.0,179.0,成城,0.9732,Seijo
tr_img_06083,668.0,706.8,384.0,179.5,六丁目,0.9971,Sixth Street
tr_img_06080,2311.0,180.5,1108.0,252.0,大呼き札幌,0.6217,Daiko Sapporo
tr_img_06080,107.2,1262.0,197.5,46.0,断駐車禁止,0.8498,No parking allowed
tr_img_06080,107.5,1541.5,215.0,51.0,断駐車管理受託会社,0.961,Parking management contracting company
tr_img_06080,2701.8,2301.8,237.5,1021.5,けんげち,0.5702,Ahhh
tr_img_06080,2259.5,3005.2,1023.0,105.5,中川賢一事務所連絡所,1.0,Nakagawa Kenichi Office Liaison Office
tr_img_06085,383.8,830.8,286.5,162.5,車検,0.9842,vehicle inspection
tr_img_06085,782.5,839.8,333.0,166.5,点検,0.824,Inspection
tr_img_06085,597.8,1074.0,698.5,171.0,オイル交揆,0.9486,Oil Crime
tr_img_06085,600.5,1308.0,717.0,205.0,板金・塗装,0.9863,Sheet metal and painting
tr_img_06084,1552.8,1507.8,1972.5,479.5,やきとり家,0.9919,Yakitori House
tr_img_06084,1381.0,2005.5,1988.0,726.0,すみれ,0.9867,violet
tr_img_06084,2585.8,2076.8,197.5,239.5,笑,0.9996,lol
tr_img_06088,963.8,521.5,169.5,43.0,たがや,0.6199,But
tr_img_06088,953.2,573.8,281.5,104.5,世由谷区,0.9595,Seyuya Ward
tr_img_06086,716.0,169.2,478.0,183.5,日本橋,0.9998,Nihonbashi
tr_img_06086,713.2,337.2,499.5,180.5,人形町,0.9992,Ningyocho
tr_img_06086,720.0,530.0,487.0,196.0,二丁目,0.9603,Second Street
tr_img_06089,877.0,401.0,243.0,141.0,日本橋,0.9992,Nihonbashi
tr_img_06089,874.0,514.8,220.0,128.5,人形町,0.9982,Ningyocho
tr_img_06089,900.5,638.2,169.0,122.5,丁目,0.9979,Street
tr_img_06087,1548.2,881.0,1399.5,213.0,平岸条2丁目,0.9483,Hiragishijo 2-chome
tr_img_06092,1072.8,804.8,1414.5,666.5,2次会,0.9967,After-party
tr_img_06092,1101.8,1702.5,1335.5,332.0,若板見には,0.7774,For young ones
tr_img_06092,1484.0,1926.2,217.0,154.5,で,0.5938,in
tr_img_06092,465.5,2321.8,485.0,219.5,ちんと,0.7009,Chin
tr_img_06092,971.2,2583.0,1137.5,321.0,年2000,0.9291,Year 2000
tr_img_06094,1643.0,1436.5,684.0,309.0,川根本町,1.0,Kawanemoto Town
tr_img_06094,1140.0,1739.2,450.0,267.5,浜松,0.9991,Hamamatsu
tr_img_06094,2124.2,1980.5,412.5,244.0,沼津,0.9937,Numazu
tr_img_06094,1131.2,2098.2,466.5,278.5,藤枝,0.9992,Fujieda
tr_img_06094,2130.5,2320.5,415.0,250.0,富士,0.988,Fuji
tr_img_06094,1617.0,2549.2,508.0,206.5,静清ＢＰ,0.9883,Shizuki BP
tr_img_06094,1628.0,3080.8,875.0,297.5,この先200ｍ,0.9744,200m ahead
tr_img_06091,1066.2,1332.5,212.5,57.0,豊平区,0.9957,Toyohira Ward
tr_img_06091,1056.8,2343.8,168.5,1311.5,富1条2丁ニ2,0.5558,Tomi 1jo 2choni 2
tr_img_06096,1204.8,394.5,305.5,42.0,環環にやさ,0.8629,Easy to use ring ring
tr_img_06096,1360.8,433.5,637.5,82.0,L巨Dを使用しています,0.8595,I use L large D
tr_img_06096,1477.5,1409.5,1010.0,218.0,御茶ノ水,0.5813,Ochanomizu
tr_img_06095,1066.5,879.0,303.0,88.0,豊平区,0.9989,Toyohira Ward
tr_img_06095,1056.8,1989.0,206.5,1982.0,中の島1条2丁目4,0.7682,Nakajima 1-jo 2-chome 4
tr_img_06095,1209.8,1091.5,61.5,148.0,なか,0.6157,inside
tr_img_06095,1206.5,1513.5,70.0,151.0,ま,0.908,Ma
tr_img_06097,1122.2,317.8,1600.5,374.5,国1七ツ新屋,0.976,Kuni 17 Tsu Shinya
tr_img_06097,1111.5,733.5,1612.0,412.0,交差点南東,0.9966,Southeast of the intersection
tr_img_06097,792.5,1651.2,607.0,193.5,こニは,0.7614,This is
tr_img_06097,1230.2,1969.2,1031.5,389.5,島崎町,0.8782,Shimazakicho
tr_img_06099,2035.0,1366.0,1384.0,217.0,ネクステッブ,0.9658,Next Teb
tr_img_06099,3679.2,1479.8,187.5,92.5,時間,0.9918,time
tr_img_06099,2328.8,1583.0,1609.5,203.0,西ミパーキシグ,0.8511,West Miper XIG
tr_img_06099,3557.5,1617.2,464.0,160.5,時間貸,0.8527,Time lending
tr_img_06099,515.2,2145.8,716.5,305.5,30分/,0.8911,half an hour/
tr_img_06099,1476.2,2195.0,961.5,352.0,100円,0.9078,100 yen
tr_img_06099,2457.0,2164.8,659.0,278.5,60分,0.9997,60 minutes
tr_img_06099,3374.5,2227.2,962.0,399.5,100円,0.9842,100 yen
tr_img_06093,2011.8,1050.2,2491.5,318.5,中島ム園キャラリー,0.8748,Nakajima Muen Character
tr_img_06100,107.2,2690.0,182.5,151.0,得!,0.9939,Great deal!
